nform,nper,ola,f10,f11,f12,f2,f3,f4,f5,f6,g7a,g2a,g2b,g4,g6,h1,h2,h3,h4,h5,h6,h7,h12,h11,h10a,h10,f1,f7,f8,f9,g1,g3,g5,g7,g8a,g8b,h8,h9a,h9b1,h9b2,h9b3,h9b4,h9b5,h9b6,h9b7,h9b8,h13,h11a
1360,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1360,2,3,cónyuge,42,mujer,casado/a,no asiste pero asistió,primario especial,si,3,si,6,0,asalariado privado,no,600,,,,,,,,,si,,3,18,1,2,1,0,9,,2,,1,1200,1,6,,,,,,,0,1
1360,3,3,jefe,54,hombre,casado/a,no asiste pero asistió,superior,no,3,si,80,0,asalariado privado,si,14000,,,,,,,,,si,,3,20,1,1,1,0,5,,2,,1,,,,,,,,,,0,1
1360,4,3,hijo/a de ambos,20,hombre,soltero/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,18,1,1,7,,,,2,,,,,,,,,,,,,1
1360,5,3,hijo/a de ambos,16,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,1,3,,,,2,,,,,,,,,,,,,1
1360,6,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1361,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1361,2,3,jefe,51,mujer,sep./divorciado/a,no asiste pero asistió,ens. técnica,si,5,si,30,0,asalariado público,si,25000,,1000,,,,,999999,,si,,3,16,2,1,1,24,1,,2,,,,,,,,,,,,999999,1
1362,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,6,,,,2,,,,,,,,,,,,,1
1362,2,3,jefe,55,hombre,casado/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,12000,,,,,9000,,si,,3,99,1,2,4,,,,2,,1,700,1,,,,,,,,,1
1362,3,3,cónyuge,54,mujer,casado/a,no asiste pero asistió,secundaria,no,3,si,36,0,asalariado privado,si,7000,,,,,,,,,si,,3,99,1,2,1,0,5,,2,,1,,,,,,,,,,,1
1362,6,3,hijo/a de ambos,81,hombre,soltero/a,no asiste pero asistió,primario común,no,1,si,,,,,,,10000,,,,,,,si,,3,99,1,2,4,,,,2,,1,,,,,,,,,,,1
1363,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1363,2,3,cónyuge,40,mujer,unido/a,no asiste pero asistió,secundaria,si,6,si,20,0,asalariado privado,si,6000,,,,,,,,,si,,3,19,2,1,1,0,2,,2,,,,,,,,,,,,,1
1363,3,3,jefe,40,hombre,unido/a,no asiste pero asistió,universitario,no,3,si,40,0,asalariado público,si,20000,,,,,,,,,si,,3,22,2,1,1,0,4,,2,,,,,,,,,,,,20000,1
1364,1,3,hijo/a sólo del cónyuge,14,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,60,0,trab. cuenta propia sin local,no,2800,,,,,,,,,si,,3,14,1,2,1,0,8,,2,,1,,,,,,,,,,,1
1364,2,3,cónyuge,40,mujer,casado/a,no asiste pero asistió,preescolar,,,si,70,0,patrón,no,7000,,,,,,,,,si,,1,13,1,2,1,0,5,,2,,3,1800,1,3,6,,,,,,,1
1364,3,3,hijo/a sólo del cónyuge,17,hombre,soltero/a,no asiste pero asistió,ens. técnica,no,2,si,,,,,,,,,,,,,,si,,3,16,1,2,7,,,,2,,,,,,,,,,,,,1
1364,4,3,jefe,37,hombre,casado/a,no asiste pero asistió,primario común,no,4,si,60,0,trab. cuenta propia sin local,no,5000,,,,,,,3000,,si,,3,12,1,2,1,0,9,,2,,1,,,,,,,,,,,1
1364,6,3,hijo/a sólo del jefe,8,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1371,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1371,2,3,jefe,35,hombre,casado/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado privado,si,999999,,,,,,,20000,,si,,3,22,2,2,1,10,5,,1,1,,,,,,,,,,,999999,1
1371,3,3,cónyuge,36,mujer,casado/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado privado,si,6000,,,,,,,,,si,,3,22,2,1,1,10,5,,2,,,,,,,,,,,,,1
1371,4,3,hijo/a de ambos,9,mujer,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1373,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1373,3,3,jefe,45,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,5,si,35,0,asalariado privado,si,20000,,,,,6000,,,,si,,3,17,2,1,1,0,4,,2,,,,,,,,,,,,999999,1
1373,4,3,hijo/a sólo del jefe,24,mujer,soltero/a,asiste actualmente,universitario,no,1,si,,,,,,,,,6000,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,999999,1
1373,13,3,madre/padre,66,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,16,2,2,6,,,,2,,,,,,,,,,,,,1
1374,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,1,,,,,,,,,,999999,1
1374,2,3,jefe,46,hombre,casado/a,no asiste pero asistió,universitario,no,1,si,66,0,asalariado público,si,50000,,,,,,,999999,,si,,3,20,3,1,1,20,1,,1,1,1,,,,,,,,,,,1
1374,3,3,cónyuge,43,mujer,casado/a,no asiste pero asistió,universitario,no,3,si,35,0,trab. cuenta propia sin local,no,8000,,,,,,,,,si,,3,24,2,2,1,0,2,,2,,1,,,,,,,,,,,1
1374,4,3,hijo/a de ambos,18,hombre,soltero/a,asiste actualmente,magisterio/ipa,no,0,si,,,,,,,,,,,,,,si,,3,,2,2,3,,,,2,,1,,,,,,,,,,,1
1376,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,5,,2,1,3,,,,2,,,,,,,,,,,,,1
1376,2,3,jefe,50,mujer,sep./divorciado/a,no asiste pero asistió,superior,si,1,si,48,12,asalariado público,si,999999,7000,6500,,,,,,,si,900,5,99,2,1,1,0,5,,2,,,370,1,,,,,,,,,1
1376,5,3,hijo/a sólo del jefe,22,mujer,soltero/a,asiste actualmente,secundaria,no,6,si,48,0,asalariado público,si,13000,,,,,,,,,si,,5,,2,1,1,0,5,,2,,,,,,,,,,,,,1
1379,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,2,1,3,,,,2,,,,,,,,,,,,,1
1379,2,3,jefe,40,mujer,viudo/a,no asiste pero asistió,secundaria,si,6,si,40,15,asalariado privado,si,19000,6000,4000,,,,,8000,,si,,9,18,2,1,1,0,9,,1,1,4,150,1,,,,,,,,999999,1
1380,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,1,,,,,,,,,,,1
1380,2,3,cónyuge,32,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,si,9,0,asalariado privado,no,3000,,,,,,,,,si,,1,15,1,2,1,0,9,,2,,1,2460,1,3,4,,,,,,,1
1380,3,3,hijo/a de ambos,10,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,1,,,,,,,,,,,1
1380,4,3,hijo/a de ambos,8,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1380,5,3,jefe,46,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,44,0,asalariado privado,si,10000,,,,,,,,,si,,1,13,2,1,1,0,6,,2,,1,,,,,,,,,,,1
1382,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,1,,,,,,,,,,,1
1382,2,3,hijo/a de ambos,32,mujer,casado/a,no asiste pero asistió,secundaria,no,3,si,38,0,asalariado público,si,8000,,,,,,,,,si,,3,16,2,1,1,0,9,,2,,1,2000,1,4,6,,,,,,,1
1382,3,3,jefe,33,hombre,casado/a,no asiste pero asistió,secundaria,no,5,si,,,,,,,5000,,,,,6000,,si,,3,15,1,1,5,,,,2,,1,,,,,,,,,,,1
1382,4,3,hijo/a de ambos,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,2,2,,,,,,,1,,,,,,,,,,,1
1382,13,3,hijo/a de ambos,0,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1384,1,3,nieto/a,14,hombre,soltero/a,asiste actualmente,secundaria,no,6,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1384,2,3,jefe,60,mujer,viudo/a,no asiste pero asistió,ens. técnica,si,6,si,,,,,,,7500,,,,,,,si,,5,13,1,2,5,,,,2,,1,,,,,,,,,,,1
1384,3,3,hijo/a sólo del jefe,35,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,si,15,0,asalariado privado,si,3200,,,,,,,,,si,,5,19,2,2,1,0,9,,2,,1,999999,1,,,,,,,,0,1
1385,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
1385,2,3,jefe,54,mujer,soltero/a,no asiste pero asistió,secundaria,si,6,si,,,,,,,5000,,,,,,,si,,3,23,4,9,4,,,,2,,,1800,1,7,,,,,,,,1
1385,4,3,hijo/a sólo del jefe,24,hombre,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,15,1,2,7,,,,2,,,,,,,,,,,,,1
1385,5,3,hijo/a sólo del jefe,22,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,15,1,2,7,,,,2,,,,,,,,,,,,,1
1385,7,3,hijo/a sólo del jefe,17,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,16,4,9,7,,,,2,,,,,,,,,,,,,1
1385,13,3,nieto/a,4,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1385,14,3,nieto/a,1,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1385,15,3,nieto/a,1,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1386,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1386,2,3,jefe,36,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,45,0,asalariado privado,no,10000,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,,,,,,,,,,,,1
1386,3,3,cónyuge,35,mujer,unido/a,no asiste pero asistió,secundaria,no,3,si,44,0,asalariado privado,no,4000,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,,2037,1,4,5,,,,,,,1
1386,4,3,hijo/a de ambos,16,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1386,5,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1387,1,3,hijo/a sólo del cónyuge,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1387,3,3,jefe,46,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,4,si,30,0,asalariado privado,si,8000,,3000,,,,,,,si,,3,15,2,1,1,0,5,,2,,,1200,1,4,,,,,,,,1
1387,4,3,hijo/a sólo del cónyuge,16,mujer,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1388,1,3,nieto/a,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1388,2,3,jefe,68,hombre,casado/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,3000,,,,,,,si,,3,15,2,1,4,,,,2,,1,,,,,,,,,,999999,1
1388,3,3,cónyuge,64,mujer,casado/a,no asiste pero asistió,universitario,si,0,si,,,,,,,30000,,,,,,,si,,3,34,2,1,4,,,,2,,1,,,,,,,,,,999999,1
1388,4,3,yerno/nuera,37,mujer,casado/a,no asiste pero asistió,universitario,si,0,si,30,0,asalariado privado,si,8000,,,,,,,,,si,,3,32,2,1,1,0,2,,2,,1,,,,,,,,,,0,1
1388,5,3,hijo/a de ambos,39,hombre,casado/a,no asiste pero asistió,universitario,si,0,si,30,0,asalariado privado,si,30000,,,,,,,,,si,,3,25,2,1,1,0,2,,2,,1,,,,,,,,,,999999,1
1388,6,3,nieto/a,17,hombre,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1388,8,3,otros familiares,41,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,5,no,,,,,,,,,,,,,,si,,3,18,1,1,2,,,0,2,,,,,,,,,,,,,1
1388,9,3,otros familiares,20,mujer,soltero/a,asiste actualmente,universitario,no,1,si,,,,,,,,,,,,,,si,,3,,1,1,3,,,,2,,,,,,,,,,,,,1
1388,10,3,otros familiares,18,mujer,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,,1,1,3,,,,2,,,,,,,,,,,,,1
1389,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1389,2,3,jefe,44,hombre,casado/a,no asiste pero asistió,secundaria,no,5,si,70,0,asalariado privado,si,17000,,,,,,,,,si,,3,18,1,1,1,0,4,,2,,,,,,,,,,,,0,1
1389,3,3,cónyuge,41,mujer,casado/a,no asiste pero asistió,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,19,1,1,7,,,,2,,3,533,1,13,14,,,,,,0,1
1389,13,3,hijo/a de ambos,6,mujer,soltero/a,asiste actualmente,preescolar,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1389,14,3,hijo/a de ambos,3,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
1391,1,3,hijo/a sólo del cónyuge,14,hombre,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,2,,1,1,3,,,,2,,,,,,,,,,,,,1
1391,2,3,cónyuge,36,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,2,12,1,1,6,,,,2,,,2500,1,5,13,,,,,,,1
1391,3,3,jefe,38,hombre,unido/a,no asiste pero asistió,secundaria,no,2,si,45,40,trab. cuenta propia con local,no,999999,6000,,,,,,,,si,,2,14,1,1,1,0,7,,2,,,,,,,,,,,,,1
1391,4,3,hijo/a sólo del cónyuge,13,hombre,soltero/a,asiste actualmente,secundaria,no,99,si,,,,,,,,,,,,,,si,,2,,1,1,,,,,,,,,,,,,,,,,,1
1391,5,3,hijo/a sólo del jefe,8,mujer,soltero/a,asiste actualmente,primario común,no,99,si,,,,,,,,,,,,,,si,,2,,1,1,,,,,,,,,,,,,,,,,,1
1391,13,3,hijo/a sólo del jefe,5,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,2,,1,1,,,,,,,,,,,,,,,,,,1
1393,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1393,2,3,jefe,48,hombre,casado/a,no asiste pero asistió,secundaria,no,2,si,50,0,asalariado privado,si,18000,,,,,,,3000,,si,,1,14,2,1,1,0,9,,2,,,,,,,,,,,,999999,1
1393,3,3,cónyuge,46,mujer,casado/a,no asiste pero asistió,secundaria,no,2,si,25,0,asalariado privado,si,8500,,,,,,,,,si,,3,14,2,1,1,8,9,,2,,,,,,,,,,,,999999,1
1393,4,3,hijo/a de ambos,15,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1395,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,99,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1395,2,3,jefe,42,hombre,soltero/a,no asiste pero asistió,ens. técnica,no,99,si,60,0,trab. cuenta propia sin local,no,4000,,,,,,,4000,,si,,3,14,1,2,1,0,5,,2,,,,,,,,,,,,,1
1395,3,3,hijo/a de ambos,15,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1395,4,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
1395,5,3,hijo/a de ambos,10,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
1395,6,3,cónyuge,40,mujer,soltero/a,no asiste pero asistió,secundaria,no,99,si,,,,,,,,,,,,,,si,,3,16,1,2,6,,,,2,,3,2500,1,3,4,,,,,,,1
1396,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,no asiste pero asistió,secundaria,no,0,si,,,,,,,,,,,,,,si,,1,13,1,1,6,,,,2,,,,,,,,,,,,,1
1396,3,3,jefe,36,mujer,sep./divorciado/a,no asiste pero asistió,preescolar,,,si,48,0,asalariado privado,si,8000,,,,,,,,,si,1300,1,8,1,1,1,0,9,,2,,3,2440,1,4,5,,,,,,,1
1396,4,3,hijo/a sólo del jefe,9,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,1,,1,1,,,,,,,,,,,,,,,,,,1
1396,5,3,hijo/a sólo del jefe,9,mujer,soltero/a,no asiste pero asistió,preescolar,ns/nc,,si,,,,,,,,,,,,,,si,,1,7,1,1,,,,,,,,,,,,,,,,,,1
1396,13,3,hermano/a,22,mujer,unido/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,14,1,2,7,,,,2,,,,,,,,,,,,,1
1396,14,3,no familiares,19,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,14,1,2,7,,,,2,,,,,,,,,,,,,1
1396,15,3,cuñado/a,22,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado privado,si,7000,,,,,,,,,si,,1,99,1,1,1,0,9,,2,,1,,,,,,,,,,,1
1396,16,3,99,0,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,1,,,,,,,,,,,,,,,,,,,,,1
1399,1,3,nieto/a,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
1399,2,3,hijo/a sólo del jefe,44,mujer,casado/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,1,16,2,2,6,,,,,,,,,,,,,,,,,1
1399,3,3,yerno/nuera,43,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado privado,si,999999,,,,,,,,,si,,3,12,2,1,1,0,7,,2,,1,630,1,,,,,,,,999999,1
1399,13,3,jefe,73,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,1,99,2,1,7,,,,,,,,,,,,,,,,,1
1399,14,3,cónyuge,70,mujer,casado/a,no asiste pero asistió,ens. técnica,si,99,si,,,,,,,,,,,,,,si,,3,99,2,1,6,,,,2,,,,,,,,,,,,,1
1400,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,1,,,,,,,,,,,1
1400,2,3,cónyuge,40,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,4,99,1,2,6,,,,2,,2,1406,6,7,8,9,10,13,14,,,1
1400,3,3,hijo/a de ambos,23,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,99,1,2,7,,,,2,,1,,,,,,,,,,,1
1400,4,3,hijo/a de ambos,21,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,40,0,trab. cuenta propia sin local,no,3000,,,,,,,,,si,,4,99,1,2,1,0,9,,2,,1,,,,,,,,,,,1
1400,5,3,hijo/a de ambos,19,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,4,99,1,2,7,,,,2,,1,,,,,,,,,,,1
1400,6,3,hijo/a de ambos,17,mujer,soltero/a,no asiste pero asistió,secundaria,no,0,si,,,,,,,,,,,,,,si,,4,13,1,2,7,,,,2,,1,,,,,,,,,,,1
1400,7,3,hijo/a de ambos,15,hombre,soltero/a,no asiste pero asistió,secundaria,no,0,si,,,,,,,,,,,,,,si,,4,13,2,1,7,,,,2,,1,,,,,,,,,,,1
1400,8,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,1,,,,,,,,,,,1
1400,9,3,hijo/a de ambos,9,mujer,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,1,,,,,,,,,,,1
1400,10,3,hijo/a de ambos,7,mujer,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,1,,,,,,,,,,,1
1400,13,3,nieto/a,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,4,,2,1,,,,,,,1,,,,,,,,,,,1
1400,14,3,nieto/a,3,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,4,,2,1,,,,,,,1,,,,,,,,,,,1
1400,15,3,nieto/a,1,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,1,,,,,,,,,,,1
1400,16,3,jefe,43,mujer,casado/a,asiste actualmente,preescolar,no,,si,90,0,trab. cuenta propia sin local,no,5000,,,,,,,,,si,,4,,2,1,1,0,9,,2,,1,,,,,,,,,,,1
1401,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1401,2,3,jefe,43,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,50,0,asalariado privado,no,12000,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,,,,,,,,,,,,1
1401,3,3,cónyuge,45,mujer,casado/a,no asiste pero asistió,secundaria,no,4,si,44,0,asalariado privado,si,9000,,,,,,,,,si,,3,15,2,1,1,0,5,,2,,,375,1,,,,,,,,480,1
1401,4,3,hijo/a de ambos,20,hombre,soltero/a,asiste actualmente,secundaria,no,4,si,15,0,asalariado privado,si,10000,,,,,,,,,si,,3,,2,1,1,0,3,,2,,,,,,,,,,,,999999,1
1403,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1403,2,3,jefe,49,hombre,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado público,si,12000,,,,,,,1000,,si,2300,3,12,2,1,1,4,5,,2,,3,2044,3,4,5,,,,,,22800,1
1403,3,3,cónyuge,36,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,12,1,2,6,,,,2,,,,,,,,,,,,,1
1403,13,3,hijo/a de ambos,9,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1403,14,3,hijo/a de ambos,7,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1404,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
1404,2,3,jefe,39,hombre,casado/a,no asiste pero asistió,secundaria,no,3,si,60,0,asalariado público,si,15000,,,,,,,,,si,,3,16,4,9,1,0,9,,2,,1,,,,,,,,,,400,1
1404,3,3,cónyuge,36,mujer,casado/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,14,4,9,6,,,,2,,,,,,,,,,,,,1
1404,4,3,hijo/a de ambos,16,mujer,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
1406,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,4,,2,1,3,,,,2,,1,,,,,,,,,,,1
1406,2,3,jefe,44,hombre,casado/a,no asiste pero asistió,secundaria,no,5,si,48,0,asalariado privado,si,18000,,,,,,,,,si,,3,17,2,2,1,0,8,,2,,1,2400,1,13,14,,,,,,999999,1
1406,3,3,cónyuge,35,mujer,casado/a,no asiste pero asistió,secundaria,no,5,si,44,0,asalariado privado,si,14000,,,,,,,,,si,,4,18,2,2,1,0,4,,2,,1,,,,,,,,,,999999,1
1406,13,3,hijo/a de ambos,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,4,,2,1,,,,,,,,,,,,,,,,,,1
1406,14,3,hijo/a de ambos,1,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
1407,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,4,,2,1,3,,,,2,,,,,,,,,,,,,1
1407,2,3,jefe,34,hombre,unido/a,no asiste pero asistió,ens. técnica,no,3,si,40,0,asalariado privado,si,12000,,,,,,,5000,,si,,1,16,2,2,1,3,3,,2,,1,2000,1,4,5,13,14,,,,,1
